review_id,pair_id,candidate,reviewer_slot,correctness_1_5,specificity_1_5,actionability_1_5,groundedness_1_5,plan_consistency_1_5,conciseness_1_5,safety_1_5,generic_flag,hallucination_flag,premature_completion_flag,unsafe_flag,primary_error_type,notes,session_id,session_revision,confirmed_at
U1-Tutorial-S02-5-9-A,U1-Tutorial-S02-5-9,A,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,70fe7910369441cb-89d5f2d3,1,2026-07-18T14:30:37+00:00
U1-Tutorial-S02-5-9-B,U1-Tutorial-S02-5-9,B,A,3,3,2,3,3,3,5,no,no,no,no,wrong_timing,,70fe7910369441cb-89d5f2d3,1,2026-07-18T14:30:37+00:00
U1-Tutorial-S02-10plus-A,U1-Tutorial-S02-10plus,A,A,4,4,4,4,4,4,5,no,no,no,no,none,,70fe7910369441cb-89d5f2d3,1,2026-07-18T14:30:37+00:00
U1-Tutorial-S02-10plus-B,U1-Tutorial-S02-10plus,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,70fe7910369441cb-89d5f2d3,1,2026-07-18T14:30:37+00:00
U1-Arts_and_Crafts-S05-1_second-A,U1-Arts_and_Crafts-S05-1_second,A,A,4,4,4,5,4,4,5,no,no,no,no,none,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-1_second-B,U1-Arts_and_Crafts-S05-1_second,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-2-4-A,U1-Arts_and_Crafts-S05-2-4,A,A,3,3,4,4,3,4,5,no,no,yes,no,wrong_action,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-2-4-B,U1-Arts_and_Crafts-S05-2-4,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-5-9-A,U1-Arts_and_Crafts-S05-5-9,A,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-5-9-B,U1-Arts_and_Crafts-S05-5-9,B,A,3,3,4,4,4,4,5,no,no,no,no,stale,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-10plus-A,U1-Arts_and_Crafts-S05-10plus,A,A,2,2,2,3,1,4,5,no,no,no,no,wrong_object,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Arts_and_Crafts-S05-10plus-B,U1-Arts_and_Crafts-S05-10plus,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,14f7ae08d9edfb96-d228fca1,1,2026-07-18T14:33:27+00:00
U1-Chef-S01-1_second-A,U1-Chef-S01-1_second,A,A,1,1,1,1,1,1,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-1_second-B,U1-Chef-S01-1_second,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-2-4-A,U1-Chef-S01-2-4,A,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-2-4-B,U1-Chef-S01-2-4,B,A,3,2,2,3,3,4,5,no,no,no,no,wrong_timing,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-5-9-A,U1-Chef-S01-5-9,A,A,4,4,3,5,5,5,5,no,no,no,no,wrong_timing,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-5-9-B,U1-Chef-S01-5-9,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-10plus-A,U1-Chef-S01-10plus,A,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S01-10plus-B,U1-Chef-S01-10plus,B,A,1,1,1,1,1,1,5,yes,no,no,no,generic,,4ad436063d96fea1-ebda2ade,1,2026-07-18T14:36:12+00:00
U1-Chef-S03-1_second-A,U1-Chef-S03-1_second,A,A,1,1,1,1,1,1,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-1_second-B,U1-Chef-S03-1_second,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-2-4-A,U1-Chef-S03-2-4,A,A,1,1,1,1,1,1,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-2-4-B,U1-Chef-S03-2-4,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-5-9-A,U1-Chef-S03-5-9,A,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-5-9-B,U1-Chef-S03-5-9,B,A,4,4,3,5,5,5,5,no,no,no,no,premature,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-10plus-A,U1-Chef-S03-10plus,A,A,4,4,3,4,4,5,5,no,no,no,no,stale,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
U1-Chef-S03-10plus-B,U1-Chef-S03-10plus,B,A,2,1,1,3,2,2,5,yes,no,no,no,generic,,2c97b06ef739fe10-aec66a86,1,2026-07-18T14:38:34+00:00
