review_id,reviewer_slot,should_interrupt,decision_confidence_1_5,timeliness_1_5,correctness_1_5,specificity_1_5,actionability_1_5,groundedness_1_5,plan_consistency_1_5,conciseness_1_5,safety_1_5,generic_flag,hallucination_flag,unsafe_flag,primary_error_type,notes,session_id,session_revision,confirmed_at
U0-0176,A,yes,5,1,,,,,,,,,,,,,5f331a6a74380892-846c8395,1,2026-07-17T09:26:05+00:00
U0-0177,A,yes,4,4,3,2,3,4,4,4,4,no,no,no,stale,,647cd73e25621c81-8f3b0f30,1,2026-07-17T10:06:22+00:00
U0-0178,A,yes,5,5,4,3,4,4,5,5,5,no,no,no,none,,b2ef7aa0312409c2-8fec37b1,1,2026-07-17T09:26:41+00:00
U0-0180,A,yes,5,5,3,3,4,4,4,5,4,no,no,no,none,,4ed14ae209371b8f-1a01de99,1,2026-07-17T10:03:41+00:00
U0-0181,A,no,5,1,1,1,1,1,1,3,4,yes,no,no,generic,,3bd40d7062287d58-73499c57,1,2026-07-17T09:49:13+00:00
U0-0182,A,no,5,5,,,,,,,,,,,,,e531cded0108b6c3-4db7a53d,1,2026-07-17T10:04:42+00:00
U0-0183,A,no,5,1,1,1,1,1,1,3,4,yes,no,no,wrong_timing,,17d55640c0ceccb8-6607c7bc,1,2026-07-17T09:52:40+00:00
U0-0184,A,no,5,5,,,,,,,,,,,,,af7ed655cd7b54a0-db91cd87,1,2026-07-17T09:55:31+00:00
U0-0185,A,no,5,1,1,1,1,1,1,3,1,yes,no,yes,wrong_timing,,e6b2c56a98ab688a-bf96c76e,1,2026-07-17T09:51:10+00:00
U0-0186,A,yes,5,4,3,4,2,4,3,4,4,no,no,no,stale,,02481510e18faa48-af65213a,1,2026-07-17T08:37:32+00:00
U0-0187,A,yes,5,4,4,4,4,4,5,5,5,no,no,no,none,,9ef3ec589819245d-22bd31ee,1,2026-07-17T08:39:45+00:00
U0-0188,A,no,5,1,2,2,2,1,1,3,5,no,no,no,wrong_timing,,fd9ea501e99e40a8-693f9d1b,1,2026-07-17T09:51:57+00:00
U0-0189,A,yes,5,5,4,3,4,4,5,4,5,no,no,no,none,,d2037e676003fddb-a2a78dca,1,2026-07-17T09:33:37+00:00
U0-0190,A,yes,5,5,1,1,1,2,2,3,4,yes,no,no,generic,,7680dce9e6ce8546-340859ae,1,2026-07-17T09:35:09+00:00
U0-0192,A,no,5,1,2,2,2,4,2,4,4,no,no,no,wrong_timing,,d7a644cd2893ebdb-6b4fd039,1,2026-07-17T09:11:40+00:00
U0-0193,A,no,5,1,1,1,1,1,1,3,3,yes,no,no,wrong_timing,,4aa9a9785a424295-6f99d242,1,2026-07-17T10:04:14+00:00
U0-0194,A,no,5,1,1,1,1,1,1,4,2,no,yes,no,hallucination,,73e2b0144139df78-bf46c797,1,2026-07-17T09:39:31+00:00
U0-0195,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,首个chunk应该给出具体指导，不应是通用空话,2dfb2ebedda99a75-d7cac76a,1,2026-07-17T09:40:18+00:00
U0-0196,A,yes,5,5,1,1,1,2,3,3,4,yes,no,no,generic,,94fa143ee6c3130e-335a2d9f,1,2026-07-17T09:40:51+00:00
U0-0197,A,yes,5,5,1,1,2,2,3,3,4,yes,no,no,generic,,3cb5f9781a08b681-9e1d16f6,1,2026-07-17T09:35:54+00:00
U0-0198,A,no,4,1,1,1,1,2,2,3,4,yes,no,no,wrong_timing,,7ba0ff671b9b7693-e691dd99,1,2026-07-17T09:56:43+00:00
U0-0200,A,yes,4,2,,,,,,,,,,,,,15eadc001185bcfc-ade73765,1,2026-07-17T06:55:05+00:00
