review_id,reviewer_slot,should_interrupt,decision_confidence_1_5,timeliness_1_5,correctness_1_5,specificity_1_5,actionability_1_5,groundedness_1_5,plan_consistency_1_5,conciseness_1_5,safety_1_5,generic_flag,hallucination_flag,unsafe_flag,primary_error_type,notes,session_id,session_revision,confirmed_at
U0-0169,B,no,4,2,4,4,4,4,4,4,4,no,no,no,wrong_timing,,4bfdcea4656475d2-125ae6ce,1,2026-07-17T12:55:00+00:00
U0-0170,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,6b116dacc9a80d0d-0cd0bb99,1,2026-07-17T12:55:23+00:00
U0-0171,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,252ec8533cd8fdc1-c2e54368,1,2026-07-17T12:56:20+00:00
U0-0179,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,252ec8533cd8fdc1-c2e54368,1,2026-07-17T12:56:20+00:00
U0-0172,B,yes,5,1,,,,,,,,,,,,,7d6278d775aa962c-cfec8265,1,2026-07-17T12:56:42+00:00
U0-0173,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,99d5ec76296211fd-3705c781,1,2026-07-17T12:57:07+00:00
U0-0175,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,ca42dc98a92a0625-e3c5ecd3,1,2026-07-17T12:57:29+00:00
U0-0176,B,yes,5,2,,,,,,,,,,,,,5f331a6a74380892-846c8395,1,2026-07-17T12:57:55+00:00
U0-0177,B,yes,4,2,4,4,4,4,4,4,4,no,no,no,none,,647cd73e25621c81-8f3b0f30,1,2026-07-17T12:59:09+00:00
U0-0178,B,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,b2ef7aa0312409c2-8fec37b1,1,2026-07-17T12:59:29+00:00
U0-0180,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,4ed14ae209371b8f-1a01de99,1,2026-07-17T13:00:20+00:00
U0-0181,B,no,4,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't traced out the center point yet, so the assistant needs to keep observing.",3bd40d7062287d58-73499c57,1,2026-07-17T13:01:38+00:00
U0-0182,B,yes,4,2,,,,,,,,,,,,,e531cded0108b6c3-4db7a53d,1,2026-07-17T13:02:03+00:00
U0-0183,B,no,4,3,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't prepared the materials yet, so the assistant needs to keep waiting.",17d55640c0ceccb8-6607c7bc,1,2026-07-17T13:03:44+00:00
U0-0184,B,no,4,4,,,,,,,,,,,,"The user hasn't fixed it with adhesive tape yet, so the assistant needs to keep observing.",af7ed655cd7b54a0-db91cd87,1,2026-07-17T13:05:02+00:00
U0-0185,B,no,4,3,1,1,1,4,2,3,4,yes,no,no,wrong_timing,"The user hasn't removed the screws of the power strip, so the assistant needs to keep waiting.",e6b2c56a98ab688a-bf96c76e,1,2026-07-17T13:06:35+00:00
U0-0186,B,yes,4,2,4,4,4,4,4,4,4,no,no,no,none,,02481510e18faa48-af65213a,1,2026-07-17T13:07:33+00:00
U0-0187,B,yes,4,4,4,4,4,4,4,4,4,no,no,no,none,,9ef3ec589819245d-22bd31ee,1,2026-07-17T13:08:07+00:00
U0-0188,B,yes,4,4,3,3,3,4,3,3,4,no,no,no,wrong_object,,fd9ea501e99e40a8-693f9d1b,1,2026-07-17T13:09:07+00:00
U0-0189,B,yes,5,5,5,5,5,5,5,5,5,no,no,no,none,,d2037e676003fddb-a2a78dca,1,2026-07-17T13:09:28+00:00
U0-0190,B,yes,4,1,1,1,1,4,2,3,4,yes,no,no,generic,,7680dce9e6ce8546-340859ae,1,2026-07-17T13:10:08+00:00
U0-0192,B,no,5,2,1,1,1,4,2,3,4,no,no,no,wrong_timing,,d7a644cd2893ebdb-6b4fd039,1,2026-07-17T13:18:55+00:00
U0-0193,B,no,4,4,1,1,1,4,2,3,4,yes,no,no,wrong_timing,,4aa9a9785a424295-6f99d242,1,2026-07-17T13:19:26+00:00
U0-0194,B,no,4,2,4,4,4,4,4,4,4,no,no,no,wrong_timing,,73e2b0144139df78-bf46c797,1,2026-07-17T13:19:55+00:00
U0-0195,B,yes,4,4,1,1,1,4,2,3,4,yes,no,no,generic,,2dfb2ebedda99a75-d7cac76a,1,2026-07-17T13:20:10+00:00
U0-0196,B,no,4,4,1,1,1,4,2,3,4,yes,no,no,wrong_timing,,94fa143ee6c3130e-335a2d9f,1,2026-07-17T13:20:52+00:00
U0-0197,B,yes,5,5,1,1,1,4,2,3,4,yes,no,no,generic,,3cb5f9781a08b681-9e1d16f6,1,2026-07-17T13:21:16+00:00
U0-0198,B,no,5,2,1,1,1,4,2,3,4,yes,no,no,wrong_timing,,7ba0ff671b9b7693-e691dd99,1,2026-07-17T13:21:50+00:00
U0-0200,B,no,4,4,,,,,,,,,,,,,15eadc001185bcfc-ade73765,1,2026-07-17T13:22:34+00:00
